drugid1,drug_smile1
D00VYC,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCN=C(N)N)C(=O)NC2CSS<br />CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O<br />)O)CC3=CN=CN3)CC4=CC=CC=C4)CCCN=C(N)N)CC5=CNC6=CC=CC=C6<br />5)C(=O)N
D0C7VI,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCN=C(N)N)C(=O)NC2CSS<br />CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O<br />)O)CC3=CNC=N3)CC4=CC=CC=C4)CCCN=C(N)N)CC5=CNC6=CC=CC=C6<br />5)C(=O)NC(CO)C(=O)N7CCCC7C(=O)N8CCCC8C(=O)NC(CCCCN)C(=O<br />)NC(CC(=O)O)C(=O)N
D09XCH,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCN=C(N)N)C(=O)NC2CSS<br />CC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O<br />)O)CC3=CN=CN3)CC4=CC=CC=C4)CCCN=C(N)N)CC5=CNC6=CC=CC=C6<br />5)C(=O)N
D0X1YL,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CSC<br />)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3=CC=CC=<br />C3)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)N<br />C(CSC)C(=O)N
D03AZC,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCS<br />C)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3=CC=CC<br />=C3)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)<br />NCC(=O)N
D05ZJC,CCCCOC1=C(C=C(C=C1Br)CC(=O)O)Br
D05FRX,CCCCCCOC1=C(C=C(C=C1Br)CC(=O)O)Br
DB07063,OC(=O)CN1C=C(CC2=NC3=C(F)C(F)=CC(F)=C3S2)C2=C1C=CC=C2
D02BCM,C1=CC=C(C=C1)CCN2C(=NC3=CC=CC=C3C2=O)C4=CC=CO4
D03SAV,CN(C(CN1CCCC1)C2=CC=CC=C2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
D0K8LN,C1CCC(CC1)(C2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)Cl
D04AYN,C1CN(CCN1CC(=O)NC2=CC=CC3=C2CNC3=O)C(=O)C4C(C(C(O4)N5C=<br />NC6=C5N=CN=C6N)O)O
D04NNJ,CC12CCC3C(C1CCC2(C#C)O)CCC4C3(CC5=CN(N=C5C4)S(=O)(=O)C)<br />C
D0I6XA,CCCCCCC(C(C)O)N1C=NC2=C1N=CN=C2N
D0K0TR,C1C2=C(C=C(C=C2)O)OC=C1C3=CC=C(C=C3)O
D02DML,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O
D06RJQ,CCCCCCC(CCCNC(=O)NC1=CC(=CC=C1)Cl)O
D0B0ES,C1CCC(CC1)NC(=O)NC2=CC(=CC=C2)Cl
D0T9ZN,CCCCCCC(CCCNC(=O)NC12CC3CC(C1)CC(C3)C2)O
D0XG0G,CCCCCCCCCCNC(=O)NC12CC3CC(C1)CC(C3)C2
D09FEC,COC1=CC=C(C=C1)NC(=O)NC2CCCCC2
D0C5GW,C1CCC(CC1)NC(=O)NC2=CC=CC=C2
D0U6TM,CCCCCCCCCCNC(=O)CC12CC3CC(C1)CC(C3)C2
D0K6OL,COC1=CC=C(C=C1)NC(=O)CC2CCCCC2
D04PNC,C1CCC(CC1)CC(=O)NCCC2=CC=CC=C2
D08YJF,C1CCC(CC1)CC(=O)NC2=CC=CC=C2
D08IBD,C1CCC(CC1)CC(=O)NC2=CC(=CC=C2)Cl
D0H8CC,CC(C)(C)OC(=O)C1CCCN1C#N
D0W4IB,COC1=CC2=C(C=C1)C(=O)C(=C(O2)N3C=CN=C3)C4=CC=CC=C4
DB05518,[H][C@@](C)(NP(=O)(N[C@@]([H])(C)C(=O)OCC)C1=CC=C(O1)C1=C(CC(C)C)SC(N)=N1)C(=O)OCC
D00LAR,CC(C)(C)NC(=O)CN(C1CC2=C(C=CC(=C2)C#N)N(C1)CC3=CN=CN3C)<br />S(=O)(=O)C4=CC=CC=N4
DB12405,CN1N=C(N)C2=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C3=C2C1=NC=N3
DB13083,CCC(CC)C(N1C=NC=N1)C1=CC=C(NC2=NC3=CC=CC=C3S2)C=C1
D03ZVM,CN1CCCC1C2=CN=C(C=C2)CCC3=CC=CC=C3
DB04882,OCC(CO)NN1C(=O)C2=C3C(NC4=C3C=CC(O)=C4)=C3N([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=C(C=CC(O)=C4)C3=C2C1=O
DB12190,[H][C@]12SC([C@H]3CCCO3)=C(N1C(=O)[C@@H]2[C@@H](C)O)C(O)=O
D05BIJ,CN1C2=C(C(=O)NC1=O)N3CCCCCSC3=N2
D04SDN,C1=CC=C(C=C1)C2=C(SSC2=O)Cl
D0B1PE,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl
D05FUY,C1=CC(=CC=C1C2=CC(=C3C(=C2)C=CC(=C3Cl)O)Cl)O
D0S6NV,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=C(C=C3)O)Br)O
DB07119,OC1=CC=C(C=C1)C1=CC=C2C(C=CC(O)=C2Cl)=C1
D0ZT4U,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=C(C=C3)O)F)O
D0L3AX,C1=CC=C2C=C(C=CC2=C1)C3=CC=C(C=C3)O
D0X7DJ,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C=C3F)O)F
D0V6KJ,C1=CC2=C(C=CC(=C2)O)C=C1C3=C(C=C(C=C3F)O)F
D02OKF,C1=CC2=C(C=CC(=C2)O)C=C1C3=C(C=C(C=C3)O)Cl
D0CC6R,C1=CC2=C(C=CC(=C2)O)C=C1C3=C(C=C(C=C3)O)F
D09FWP,C1=CC=C(C(=C1)C2=CC3=C(C=C2)C=C(C=C3)O)O
D0MY8V,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C(=C3)F)O)F
D0K6TE,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C=C3)O)Cl
D0X4VN,C1=CC2=C(C=CC(=C2)O)C=C1C3=CC(=C(C=C3)O)F
D0HR8L,C1=CC(=CC(=C1)O)C2=CC3=C(C=C2)C(=CC=C3)O
D0P8PK,C1=CC(=CC(=C1)O)C2=CC3=C(C=C2)C=C(C=C3)O
D0P6FN,COC1=C(C=CC(=C1)O)C2=CC3=C(C=C2)C=C(C=C3)O
D01GPY,CC1=C(C=CC(=C1)O)C2=CC3=C(C=C2)C=C(C=C3)O
D0M0XL,COC1=C(C=CC2=C1C=CC(=C2)C3=CC=C(C=C3)O)O
D07XBD,CC1=C(C=CC2=C1C=CC(=C2)C3=CC=C(C=C3)O)O
D0H2FI,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=C(C=C3)O)[N+](=O)[O-])O
D0VN2R,C1=CC=C(C=C1)C2=C(C=CC3=C2C=CC(=C3)C4=CC=C(C=C4)O)O
D0UV9G,C1=CC=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)O
D09DEK,C1=CC(=CC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
D0SR8Q,C1=CC=C(C=C1)C2=CC3=C(C=C2)C=CC(=C3)O
D08VDX,C1=CC(=CC=C1C2=CC(=C3C=C(C=CC3=C2)O)Cl)O
D0FD6Z,C1=CC(=CC=C1C2=CC(=C3C=C(C=CC3=C2)O)F)O
DB04859,O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C1=CC2=C(CCCCN2)C=C1
DB07664,NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=S)NC1=C(F)C=CC=C1F
D0T4MS,CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)Cl)NN1)C3=CC=C(C=C3)OC
D0ZL4F,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
D09FHA,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NOC
D0A4LW,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NC2=CC=CC=C2
D0W1WQ,CC(C)CC1=CC=C(C=C1)C(C)C(=O)C
D06BBI,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO
DB16159,C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
D0O5YE,CC(C)CC1=CC(=CC=C1)C(C)C(=O)O
D00IPO,CC(C)C1=CC=CC(=C1)C(C)C(=O)O
D08BRR,CCC(C)CC1=CC(=CC=C1)C(C)C(=O)O
D07CAW,C1C(C(C(C(N1)O)O)O)O.Cl
D05GSZ,C1=CC(=CC=C1CNC2=C(C=CC(=C2)[N+](=O)[O-])C(=O)O)C(=O)NC<br />3=CC(=C(C=C3)Cl)Cl
D0C7PK,CC(C)NCC(COC1=CC=CC=C1)O
D0DL4Y,CCCCCC=CCC=CCC=CCC=CCCCC=O
D0E4FJ,CCCCCCCCC=CCCCCCCCC=O
D0U8RZ,C1=CC=C(C(=C1)N2C=CC=C2CCN)Cl
D0K0KR,CN(C)C1=NC(=NC2=CC=CC=C21)NCC3CCC(CC3)CNS(=O)(=O)C4=C(C<br />=C(C=C4)Br)OC(F)(F)F.Cl
D05EWD,CCCCCN1C=C(C2=CC=CC=C21)C(=O)CC3=CC=CC=C3
D0D4HH,CCCCCN1C=C(C2=CC=CC=C21)C(=O)CC3=CC=CC=C3OC
D08VJI,N1CCN=C1[C@@]1(Oc2c(OC1)c(ccc2)F)OC.Cl
D02LWF,CCC(C)C(C(=O)NC(CS)C(=O)N)NC(=O)C(CC1=CN=CN1)NC(=O)C(CC<br />C(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(C<br />)NC(=O)C(CS)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CC3=CN=CN3)NC<br />(=O)C(CO)NC(=O)C(CS)NC(=O)C(CS)NC(=O)CN
D0UH8F,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CO)<br />C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CS)C(=O)N)NC(=O)<br />C(CC2=CN=CN2)NC(=O)C(CS)NC(=O)C(C(C)C)NC(=O)C3CCCN3C(=O<br />)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CS)NC(=O)C(CS)NC(=O)CN
D0P5ZE,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)OC4=CC=CC=C4
D08LZN,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)SC4=CC=CC=C4
D01NTI,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NCC4=CC=CC=C4
D0Z3IZ,CCNC1=NC2=C(C(=N1)NC3CCCCC3)NC=N2
D02EAO,C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=CC=C4
D0N2DP,C1CCCC(CCC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=CC=C4
D0BP3E,CCCCCCCCCCCCCCC(F)(F)P(=O)(O)O
D06YTN,CCCCCCCCCCP(=O)(O)O
D0U5US,CCCCCCCCCCCCP(=O)(O)O
D03HLU,CCCCCC=CCCCOP(=O)(O)O
D07WLV,CCC=CCCCCCCCCOP(=O)(O)O
D04BLL,CCC=CCCCCCCCCCCOP(=O)(O)O
D07YUV,CCCCC=CCCCCCCCCOP(=O)(O)O
D0XJ9P,CCCCCCCCCCCCOP(=O)(O)O
D0XY0Z,CCC=CCCCCCCCCOP(=S)(O)O
D0N4AG,CCCCC=CCCCCCCCCOP(=S)(O)O
D0F4EN,C1=CC=C(C=C1)N2C=C3C=NC4=CC=CC=C4C3=N2
D0ZF8N,COC1=NC2=CC=CC=C2C3=NN(C=C31)C4=CC=CC=C4
D0H1VJ,C1CC(OC1COP(=O)([O-])OP(=O)(O)OP(=O)(O)O)N2C=CC(=NC2=O)<br />N.[Na+]
D0Z0JU,CCOC1=C(N=CC=C1)NC2=CC=CC=N2
D0I0JG,CN1CC(=O)NC1=NC(=O)NC2=CC(=CC=C2)Cl
D04SIU,n1c(onc1CC)C1CN=CNC1
D08SZO,c1(C(=O)N2CCN(c3ccc(N(C(=O)c4cc(Cl)ccc4)Cc4n(cnc4)Cc4cc<br />c(C#N)cc4)cc3)CC2)sc(cc1)Cl
D0W2QN,CCC1=C(C2=C(N1)C=CC(=C2)OC)C3CCNCC3
D06ABJ,CN(C)CCC1=CNC2=C1C(=CC=C2)F
D07LHD,CN(C)CCN1C=CC2=C1C=CC=C2O
D0AP6N,CCCCN1C=C(C2=C1C=CC=C2O)CCN(C)C
D00APD,CN(C)CCC1=CNC2=C1C=CC(=C2)O
D0R8VT,CN1C=C(C2=C1C=CC=C2O)CCN(C)C
D00OCV,CC1=C(C2=C(N1)C=CC=C2O)CCN(C)C
D08GJS,CC(CC1=CNC2=C1C(=CC=C2)O)N(C)C
D0ZZ4Z,C1CCN(C1)CCC2=CNC3=C2C(=CC=C3)O
D0W8EB,CN(C)CCCC1=CNC2=C1C(=CC=C2)O
D05SWY,CN(C)CC1=CNC2=C1C(=CC=C2)O
D0T8UR,CN1C=C(C2=C1C=CC=C2O)CN(C)C
D05CND,C1=CC(=CC(=C1)[N+](=O)[O-])C2=CC3=C(C=C2)NC(=O)S3
D0O0GA,C1C2=C(C=C(C=C2)F)C3=C1C4=CC=CC=C4C(=O)N3
D04UPQ,C1C2=C(C=CC(=C2)N)C3=C1C4=CC=CC=C4C(=O)N3
D07BBR,C1C2=C(C=CC(=C2)F)C3=C1C4=CC=CC=C4C(=O)N3
D0H3EJ,CC(C)CC(C(C1CCCC1C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CC2<br />=CC=CC=C2)C(=O)O)O)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)<br />C(CCC(=O)O)N
DB12094,C\C(=N/NC(N)=N)C1=CC(=CC(NC(=O)CCCCCCCCC(=O)NC2=CC(=CC(=C2)C(\C)=N\NC(N)=N)C(\C)=N\NC(N)=N)=C1)C(\C)=N\NC(N)=N
DB00768,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
D08KVK,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C<br />(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O.C1C=CN(C=C1C(=O)N)C2C(<br />C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C<br />5N)OP(=O)(O)O)O)O)O
D0O7XO,CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CS)C(=O)<br />NC(CCCNC(=N)N)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O<br />)C(=O)NCC(=O)NC(CO)C(=O)NC(CS)C(=O)NCC(=O)NC(CC1=CC=CC=<br />C1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)NC(=O)C(CCCNC(=N)N)NC<br />(=O)C(CC(C)C)N
D0A5EF,C1=CC(=CC(=C1)C(=O)O)C2=CC(=CC=C2)NCCNCC(C3=CC(=CC=C3)C<br />l)O.Cl
D0U7HL,CC(CC1=CC2=C(C=C1)OC(CO2)C(=O)O)NCC(C3=CC(=CC=C3)Cl)O
D0K8NR,[Na]
D0H4GB,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl
D0T8YK,CC(C)(CC=CC(=O)N(C)C(CC1=CC2=CC=CC=C2C=C1)C(=O)N(C)C(C3<br />=CC=CC=C3)C(=O)NC)N
D08GNX,CNC(CC1=CC=CC=C1)C(=O)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC(=<br />O)C(CC2=CNC3=CC=CC=C32)NC(=O)CNC(=O)C(CCSC)NC(=O)CC4=CC<br />=C(C=C4)OS(=O)(=O)O
D02NMO,CC1=C(N=C(N1)C2=CC=CC=C2)C3=CN=CC=C3
D0R2CI,COCC(CC1=CC=CC=C1)NC(=O)C(CCCN=C(N)N)NC(=O)CC(C2=CC=CC3<br />=CC=CC=C32)C4=CC=CC5=CC=CC=C54.C(=O)(C(F)(F)F)O
D0X6SZ,C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N<br />6)C=CC(=C8)N=C(N)N.Cl
D06SDP,CC1CC2C(O2)C=CC=CC(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1
D0I5HE,CC1=C(C=CC2=C1C3=CC=CC=C3N2C(C)C)NC(=O)N4CCOCC4
D0N0IQ,CCCC(=O)NC(CC1=CC=CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCN<br />=C(N)N)C(=O)NC(CC3=C4C=CC=CC4=NC3)C(=O)N(C)CC(=O)N
D0K6NS,CCN(CC)CCOC1=CC=C(C=C1)C(CC2=CC=C(C=C2)Cl)(C3=CC=C(C=C3<br />)C)O
DB00815,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
D0K7HR,C=CC1=CC(=C2C=CC(=O)C=C2)NC3=C1C=C(C=C3)O
D03CBX,C1=CC(=O)C=CC1=C2C=C(C3=C(N2)C=CC(=C3)O)Br
D01TUB,C1=CC(=O)C=CC1=C2C=C(C3=C(N2)C=CC(=C3)O)Cl
D09FWS,CCC1=CC(=C2C=CC(=O)C=C2)NC3=C1C=C(C=C3)O
D08SJL,C#CC1=CC(=C2C=CC(=O)C=C2)NC3=C1C=C(C=C3)O
D07LUI,C1=CC(=CC=C1C2=CC3=C(C=C2)C=C(C=C3)O)O
D0F8ZI,C1COCCN1CC2=CC3=C(C=C2)C4=CC=CC=C4C(=O)N3
D0GJ8U,C1COCCN1CCCCC2=NNC(=O)C3=CC=CC=C32
D05WYN,C1COCCN1CCCCCC2=NNC(=O)C3=CC=CC=C32
D00YOM,CC1=NC2=C(C=C1)C(=O)C(=CN2)CC3=CC=CC=C3
D08RGW,CC1=NC2=C(C=C1)C(=S)C(=CN2)CC3=CC=CC=C3
D08SJF,CC1=NC2=NC=C(C(=C2C=C1)N=[N+]=[N-])CC3=CC=CC=C3
D0R1QW,C1=COC(=C1)CC(CC(=O)O)CN
D0X1BT,C1=COC(=C1)CC(CC(=O)O)CN
D0KZ7A,C1=COC(=C1)CC(CC(=O)O)CN
D0T2VK,C1=COC=C1CC(CC(=O)O)CN
D08BOL,C1=CSC(=C1)CC(CC(=O)O)CN
D0J3NS,C1=CSC=C1CC(CC(=O)O)CN
DB05871,CC(C)=CCOC1=C(Cl)C=CC(NC(=S)C2=C(C)OC=C2)=C1
D0GR9O,CCCCCCOC1=C(C=C(C=C1C(=CC=CC(=CC(=O)O)C)C)C(C)C)C(C)C
D0S7WQ,C1=CC=C(C=C1)CCCC(=O)NC2=CC=C(C=C2)C(=O)NO
D01XXN,C1=CC=C(C=C1)CC(=O)NC2=CC=C(C=C2)C(=O)NO
D03WOU,C1=CC=C2C=C(C=CC2=C1)C(=O)C(=O)C3=CC4=CC=CC=C4C=C3
D01JSA,CC1=CC(=CC(=C1CC(C(=O)NC(CCCN=C(N)N[N+](=O)[O-])C(=O)NC<br />(CC2=CC=CC=C2)C(=O)NC(CCCCNC(=O)OCC3=CC=CC=C3)C(=O)N)N)<br />C)O
D01MFM,CC1=CC(=CC(=C1CC(C(=O)NC(CCCN=C(N)N[N+](=O)[O-])C(=O)NC<br />(CC2=CC=CC=C2)C(=O)NC(CCCCNC(=O)OCC3=CC=CC=C3)C(=O)O)N)<br />C)O
DB05884,CNC(=O)C1=C(OC2=CC(NS(C)(=O)=O)=C(OC(C)C)C=C12)C1=CC=C(F)C=C1
D0C0FH,C1CCC(=CC1)C#CC2=CC=CC=N2
D02KHF,C1CCC(CC1)C#CC2=CC=CC=N2
D05FCO,C1CC=C(C1)C#CC2=CC=CC=N2
D0O9RD,C1CCC(CC1)C(C(=O)N2CCC2)N
DB12557,CCCCCS(=O)(=O)NC(=O)C1=CC=C2N=C(C)N(CC3=CC=C(Cl)C=C3Cl)C2=C1
D02LFU,C1CC(CNC1)C2=CN(C3=CC=CC=C32)S(=O)(=O)C4=CC=CC=C4
DB04781,OCCCCC(O)=O
DB04098,OC(=O)C1=CC=CC(O)=C1C(=O)C1=C(O)C=C(C=C1O)C(=O)O[C@@H]1CCCNC[C@@H]1NC(=O)C1=CC=C(O)C=C1
D02ADV,CC1=CC=C(C=C1)C2=NNN=C2
D0J0MX,C1=CC=C(C=C1)C=CC=CC2=CC=CC=C2
D05XTO,c1([C@](COc2c(c3ccc(OC(F)(F)F)cc3)cc(C#N)cc2)(c2ccc(C#N<br />)cc2)O)n(cnc1)C.Cl
D0AW6C,C1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2=CC3=CC=CC=C3O2
D0W0FI,C1=CC=C(C=C1)S(=O)(=O)NNC(=O)C2=CC3=C(C=C2)N=CC=C3
D09AKX,CC1=CC(=CC=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)C(=O)N
D08JSJ,CC1=CC=C(C=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC=C(C=C4)C(=O)N
D09HWQ,CS(=O)(=O)C1=CC=C(C=C1)C#CC(=O)C2=CC=CC=C2
D0S9SX,CCC1=NC(=C(S1)C2=CC=NC=C2)C3=CC(=CC=C3)C
D0Z0UC,C1C2=C(C=CC(=C2)O)C(=C1C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
D0P4SR,CC1=CC=C(C=C1)C2=C(CC3=C2C=CC(=C3)O)C4=CC=C(C=C4)O
D08AES,CC(C)(C)C1=CC=C(C=C1)C(=O)NNC(=O)C(C(C(C(C(=O)NNC(=O)C2<br />=CC=C(C=C2)C(C)(C)C)OCC=CBr)O)O)OCC=CBr
D0UG4T,COC1=C(C=C(C=C1)C(CC2=CC=NC=C2)C3=CC=CC=C3)OC4CCCC4
D0RK7J,C1=CC(=CC=C1NC(=O)C(F)(F)F)S(=O)(=O)N
D03DAM,CC(C)(C)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N
D06ZMH,C1=CC=C(C=C1)NC(=O)NC2=CC(=CC=C2)S(=O)(=O)N
D09LUD,C1=CC=C(C=C1)NC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N
D0YD9F,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)S(=O)(=O)N
D00NUK,CS(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)N
D04POB,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N
D0T2YZ,CC(C)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N
D0H5BC,[C@]12([C@H]([C@H]3[C@H](C(=C)C1)[C@@H]1C(=CC(=O)CC1)CC<br />3)C=C[C@]2(C#C)O)C
D0V5SC,c1(c(ccc(c1)NC(=O)C(C)(C)O)[N+](=O)[O-])C(F)(F)F
D0D8YP,CN1CCN(CC1)CC2=CC=CC=C2
D00XMP,CC(C1=CC=CC=C1)N2CCN(CC2)C
D0N9HX,C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)NCC3=CC(=CC=C3)OC(F)(F)<br />F
D00PPB,C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)NCC3=CC(=CC=C3)C(F)(F)F
D0H8RU,C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)NCC3=CC=C(C=C3)C(F)(F)F
D09XVY,CC1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)OC3=CC=CC=C3
D02NYK,n1(c(=N)sc2c1CCCC2)CC(=O)c1ccc(cc1)C
DB09028,O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12
D08CJB,CC1=CC(=CC(=C1CC(C(=O)NCCCCCCNC(=O)C2CC3=CC=CC=C3CN2C(=<br />O)C(CC4=C(C=C(C=C4C)O)C)N)N)C)O
D0U4LU,CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)NCCCCCCNC(=<br />O)C(CC4=CC=CC=C4)N)N)C)O
D0X4YC,CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)NCCCCCCNC(=<br />O)C4CC5=CC=CC=C5CN4)N)C)O
D03POE,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CC=CC=C3C(=O)O
D0DF1Z,C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O
D0TG0I,C1CN(CCN1)C2=CC=CC3=C2C=CN3S(=O)(=O)C4=CC=CC=C4
D0R7VT,C1=CC=C2C(=C1)C=CN2S(=O)(=O)C3=CC=C(C=C3)N
D01TYJ,C1=CC(=CC=C1N)S(=O)(=O)N2C=CC3=C(C=C(C=C32)[N+](=O)[O-]<br />)[N+](=O)[O-]
D0TX8W,C1CN(CCN1)C2=CC=CC3=C2C=CN3
D05FFB,CC1=C2C(=C(C3=C1C=CN=C3)C)C4=C(N2)C=CC(=C4)O
D08ZWJ,CC1=C2C(=C(C3=C1C=CN=C3)C)C4=C(N2)C=CC(=C4)Br
D0T4SL,CC1=C2C(=C(C3=C1C=CN=C3)C)C4=C(N2)C=CC(=C4)OC
D0O9KV,C1=CC=C(C(=C1)S(=O)(=O)C2=NNC(=O)C=C2)Br
D00EPD,C1=CC=C(C(=C1)S(=O)(=O)C2=NNC(=O)C=C2)Cl
D06YQS,C1=CC=C(C(=C1)F)S(=O)(=O)C2=NNC(=O)C=C2
D0R7IJ,C1=CC(=CC(=C1)Cl)S(=O)(=O)C2=NNC(=O)C=C2
D0Y7PW,C1=CC(=CC=C1S(=O)(=O)C2=NNC(=O)C=C2)Br
D0P3AU,COC1=CC=C(C=C1)S(=O)(=O)C2=NNC(=O)C=C2
D0R3MB,C1=CC=C2C(=C1)C=C(O2)S(=O)(=O)C3=NNC(=O)C=C3
D07XXK,C1=CC=C(C=C1)C2=CC=CC=C2S(=O)(=O)C3=NNC(=O)C=C3
D0P1ZM,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)C3=NNC(=O)C=C3
D08JEI,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)C3=NNC(=O)C=C3
D0IB8C,CC1=CC=C(C=C1)S(=O)(=O)C2=NNC(=O)C=C2
D0OZ4C,C1=CC=C(C=C1)S(=O)(=O)C2=NNC(=O)C=C2
D03YBR,C1=CC=C(C=C1)CS(=O)(=O)C2=NNC(=O)C=C2
D0M5MI,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl
